일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kN],[mm],[mm],[kN/mm²],[%]
1,0.000,0.0000,0.00000,0.00540,0.0000,0.00000
2,0.007,0.0000,0.00680,0.00680,0.0000,0.01360
3,0.023,0.0000,0.00810,0.00810,0.0000,0.01620
4,0.039,0.0000,0.00940,0.00940,0.0000,0.01880
5,0.056,0.0000,0.01080,0.01080,0.0000,0.02160
6,0.071,0.0000,0.01210,0.01210,0.0000,0.02420
7,0.088,0.0000,0.01350,0.01350,0.0000,0.02700
8,0.103,0.0000,0.01480,0.01480,0.0000,0.02960
9,0.120,0.0000,0.01620,0.01620,0.0000,0.03240
10,0.135,0.0000,0.01750,0.01750,0.0000,0.03500
11,0.152,0.0000,0.01880,0.01880,0.0000,0.03760
12,0.167,0.0116,0.02020,0.02020,0.0002,0.04040
13,0.183,0.0122,0.02150,0.02150,0.0003,0.04300
14,0.200,0.0135,0.02280,0.02280,0.0003,0.04560
15,0.216,0.0153,0.02420,0.02420,0.0003,0.04840
16,0.233,0.0159,0.02550,0.02550,0.0003,0.05100
17,0.248,0.0171,0.02680,0.02680,0.0004,0.05360
18,0.263,0.0177,0.02820,0.02820,0.0004,0.05640
19,0.280,0.0177,0.02950,0.02950,0.0004,0.05900
20,0.295,0.0165,0.03080,0.03080,0.0003,0.06160
21,0.312,0.0184,0.03210,0.03210,0.0004,0.06420
22,0.327,0.0202,0.03350,0.03350,0.0004,0.06700
23,0.344,0.0214,0.03480,0.03480,0.0004,0.06960
24,0.359,0.0226,0.03620,0.03620,0.0005,0.07240
25,0.375,0.0232,0.03750,0.03750,0.0005,0.07500
26,0.391,0.0245,0.03880,0.03880,0.0005,0.07760
27,0.408,0.0251,0.04010,0.04010,0.0005,0.08020
28,0.424,0.0263,0.04140,0.04140,0.0006,0.08280
29,0.440,0.0269,0.04280,0.04280,0.0006,0.08560
30,0.455,0.0281,0.04410,0.04410,0.0006,0.08820
31,0.471,0.0275,0.04540,0.04540,0.0006,0.09080
32,0.488,0.0281,0.04670,0.04670,0.0006,0.09340
